pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,timestamp,orientation_covariance,angular_velocity_covariance,linear_acceleration_covariance,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,enc1,enc2,enc3,enc4,vel1,vel2,vel3,vel4,m1current,m2current,m3current,m4current
-2.531977891921997,1.9920393228530884,1.2125176191329956,0.132000058889389,-0.1463872045278549,0.7177667617797852,0.6678005456924438,0.06833648681640625,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0005185185185185133,0.0005925925925925867,0.04,0.029333333333333336,0.019333333333333334,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.6,-63.8,-34.0,-45.4
-2.5320045948028564,1.9920612573623655,1.2125048637390137,0.1319768130779266,-0.1463573127985,0.7178052067756653,0.6677704453468323,0.07733583450317383,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.00044444444444444,0.00066666666666666,0.04,0.028,0.018000000000000002,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.666666666666668,-64.0,-33.0,-45.666666666666664
-2.53202486038208,1.9921720027923584,1.2125566005706787,0.1320014595985412,-0.1467766165733337,0.7179068326950073,0.6675642728805542,0.08707714080810547,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0003703703703703666,0.0007407407407407334,0.04,0.02666666666666667,0.01666666666666667,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.733333333333334,-64.2,-32.0,-45.93333333333333
-2.532029867172241,1.9920072555541992,1.2124903202056885,0.1320217996835708,-0.1462784260511398,0.7179110050201416,0.6676650643348694,0.09475278854370117,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0002962962962962933,0.0008148148148148067,0.04,0.025333333333333333,0.015333333333333334,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.8,-64.4,-31.0,-46.2
-2.5320138931274414,1.9919729232788088,1.212437391281128,0.132116824388504,-0.1461812257766723,0.7179242372512817,0.6676533818244934,0.10548615455627441,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.00022222222222222,0.00088888888888888,0.04,0.024,0.014000000000000002,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.866666666666667,-64.6,-30.0,-46.46666666666667
-2.531981468200684,1.99203896522522,1.212456464767456,0.1320675313472747,-0.1463012546300888,0.7177390456199646,0.6678358912467957,0.11235928535461426,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0001481481481481466,0.0009629629629629535,0.04,0.02266666666666667,0.01266666666666667,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.933333333333334,-64.8,-29.0,-46.733333333333334
-2.5320011774698896,1.9920316537221274,1.2124595244725547,0.1320844888687133,-0.14628189305464426,0.7178035974502563,0.6677674253781637,0.12069940567016602,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,7.407407407407319e-05,0.0010370370370370269,0.04,0.021333333333333336,0.011333333333333334,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-25.0,-65.0,-28.0,-47.0
-2.532020886739095,1.992024342219035,1.212462584177653,0.1321014463901519,-0.14626253147919974,0.7178681492805481,0.6676989595095316,0.12078356742858887,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.0011111111111111,0.04,0.02,0.01,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.846153846153847,-64.84615384615384,-27.53846153846154,-46.76923076923077
-2.532040596008301,1.9920170307159424,1.2124656438827517,0.1321184039115905,-0.1462431699037552,0.7179327011108398,0.6676304936408997,0.12088799476623535,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.00088888888888888,0.041,0.018000000000000002,0.009000000000000001,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.692307692307693,-64.6923076923077,-27.076923076923077,-46.53846153846154
-2.5320534706115723,1.9920135736465452,1.2124899625778198,0.1320478618144989,-0.1462886184453964,0.7179940342903137,0.6675685048103333,0.1290276050567627,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.00066666666666666,0.042,0.016,0.008,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.53846153846154,-64.53846153846153,-26.615384615384617,-46.30769230769231
-2.5319995880126958,1.9920613765716555,1.212532877922058,0.1320221126079559,-0.1463947296142578,0.7177853584289551,0.6677746772766113,0.13652777671813965,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.00044444444444444,0.043000000000000003,0.014,0.007,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.384615384615383,-64.38461538461539,-26.153846153846153,-46.07692307692308
-2.532012224197388,1.9920674562454224,1.2125164270401,0.1319933086633682,-0.1463464349508285,0.7178604006767273,0.6677103042602539,0.14530229568481445,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.00022222222222222,0.044000000000000004,0.012,0.006,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.23076923076923,-64.23076923076923,-25.692307692307693,-45.84615384615385
-2.53200626373291,1.992070555686951,1.212514042854309,0.1320253163576126,-0.1463249623775482,0.7178454995155334,0.6677246689796448,0.1537926197052002,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,0.0,0.045,0.01,0.005,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-24.076923076923077,-64.07692307692308,-25.23076923076923,-45.61538461538461
-2.5320494174957275,1.992012858390808,1.212502360343933,0.1320800930261612,-0.146306574344635,0.7179641723632812,0.6675902009010315,0.16222429275512695,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00022222222222222,0.046,0.008,0.004,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.923076923076923,-63.92307692307692,-24.76923076923077,-45.38461538461539
-2.532015800476074,1.992050051689148,1.212500810623169,0.1320174932479858,-0.146340325474739,0.7178717851638794,0.6676945090293884,0.1715257167816162,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00044444444444444,0.047,0.006,0.003,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.76923076923077,-63.76923076923077,-24.307692307692307,-45.15384615384615
-2.53206729888916,1.991999626159668,1.2124873399734497,0.13214772939682,-0.1463091820478439,0.7179096937179565,0.6676348447799683,0.17934584617614746,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00066666666666666,0.048,0.004,0.002,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.615384615384617,-63.61538461538461,-23.846153846153847,-44.92307692307692
-2.531928062438965,1.991965889930725,1.2125022411346436,0.1316787302494049,-0.1462341248989105,0.7178665995597839,0.6677903532981873,0.18801379203796387,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00088888888888888,0.049,0.0019999999999999983,0.0009999999999999992,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.46153846153846,-63.46153846153846,-23.384615384615383,-44.69230769230769
-2.531965494155884,1.9919681549072266,1.21250319480896,0.13176929205656052,-0.14625001698732376,0.7179455161094666,0.6676841080188751,0.19514822959899902,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0011111111111111,0.05,0.0,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.307692307692307,-63.30769230769231,-22.923076923076923,-44.46153846153846
-2.5320029258728027,1.991970419883728,1.2125041484832764,0.1318598538637161,-0.146265909075737,0.7180244326591492,0.667577862739563,0.19713139533996582,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0010493827160493723,0.049444444444444444,0.0016666666666666666,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.153846153846153,-63.15384615384615,-22.46153846153846,-44.23076923076923
-2.5320136547088623,1.9919881224632263,1.2124979496002197,0.1319188848137855,-0.14630138874053955,0.7179838716983795,0.6676020920276642,0.20164012908935547,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0009876543209876446,0.04888888888888889,0.003333333333333333,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.0,-63.0,-22.0,-44.0
-2.532024383544922,1.9920058250427248,1.212491750717163,0.1319779157638549,-0.1463368684053421,0.7179433107376099,0.6676263213157654,0.205153226852417,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0009259259259259166,0.04833333333333334,0.004999999999999999,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.055555555555557,-63.0,-21.944444444444443,-44.05555555555556
-2.532025098800659,1.9921015501022337,1.2124905586242676,0.1320413053035736,-0.1462794840335846,0.7178587317466736,0.6677172183990479,0.23282551765441895,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0008641975308641889,0.04777777777777778,0.006666666666666666,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.11111111111111,-63.0,-21.88888888888889,-44.111111111111114
-2.5320186614990234,1.992010474205017,1.2124953269958496,0.1320847272872924,-0.1463693678379058,0.7178856134414673,0.6676599979400635,0.24057674407958984,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0008024691358024612,0.04722222222222222,0.008333333333333333,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.166666666666668,-63.0,-21.833333333333332,-44.166666666666664
-2.5319981575012207,1.9920645952224727,1.212505578994751,0.1319836974143982,-0.1464317888021469,0.7177766561508179,0.6677833795547485,0.24133729934692383,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0007407407407407333,0.04666666666666667,0.009999999999999998,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.22222222222222,-63.0,-21.77777777777778,-44.22222222222222
-2.532010793685913,1.9920785427093504,1.2125089168548584,0.1319694817066192,-0.1463510394096374,0.7178148627281189,0.6677628755569458,0.25466251373291016,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0006790123456790055,0.04611111111111112,0.011666666666666665,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.27777777777778,-63.0,-21.72222222222222,-44.27777777777778
-2.532002210617065,1.992076396942139,1.2125240564346311,0.1320004016160965,-0.1463717371225357,0.7178212404251099,0.6677454113960266,0.26395535469055176,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0006172839506172778,0.04555555555555556,0.013333333333333332,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.333333333333332,-63.0,-21.666666666666668,-44.333333333333336
-2.5320301055908203,1.9920672178268437,1.2124778032302856,0.1321114003658294,-0.1462411433458328,0.7178508043289185,0.6677203178405762,0.2647132873535156,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00055555555555555,0.045,0.015,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.38888888888889,-63.0,-21.61111111111111,-44.388888888888886
-2.5319807529449463,1.9920659065246584,1.2124779224395752,0.1320454180240631,-0.1462815105915069,0.7177889347076416,0.667790949344635,0.27764177322387695,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0004938271604938222,0.044444444444444446,0.016666666666666666,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.444444444444443,-63.0,-21.555555555555557,-44.44444444444444
-2.53200364112854,1.99207866191864,1.2124831676483154,0.1320030838251114,-0.1462912261486053,0.7178255915641785,0.6677578091621399,0.28484463691711426,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00043209876543209434,0.043888888888888894,0.018333333333333333,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.5,-63.0,-21.5,-44.5
-2.532098293304444,1.992019295692444,1.2124866247177124,0.132067397236824,-0.1463076770305633,0.7178680896759033,0.6676957607269287,0.29217004776000977,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0003703703703703666,0.043333333333333335,0.019999999999999997,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.555555555555557,-63.0,-21.444444444444443,-44.55555555555556
-2.532003879547119,1.9920647144317627,1.2124840021133425,0.1320276856422424,-0.1462740898132324,0.7178090810775757,0.6677744388580322,0.29863452911376953,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0003086419753086389,0.042777777777777776,0.021666666666666664,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.61111111111111,-63.0,-21.38888888888889,-44.611111111111114
-2.532002210617065,1.9920753240585327,1.212504267692566,0.132029116153717,-0.1463230550289154,0.7178356647491455,0.6677348613739014,0.30669474601745605,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.00024691358024691104,0.042222222222222223,0.02333333333333333,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.666666666666668,-63.0,-21.333333333333332,-44.666666666666664
-2.531990528106689,1.992059588432312,1.2125213146209717,0.1319939196109771,-0.1463624387979507,0.7177982330322266,0.667773425579071,0.31528806686401367,[0.0159 0.     0.     0.     0.0159 0.     0.     0.     0.0159],[0.04 0.   0.   0.   0.04 0.   0.   0.   0.04],[0.017 0.    0.    0.    0.017 0.    0.    0.    0.017],0.2227803976160846,0.0540166169562287,-0.8902060545837245,0.3936804286640399,0.0,0.0,-0.0001851851851851832,0.04166666666666667,0.024999999999999998,0.0,41228.0,41225.0,41345.0,41342.0,0.0,0.0,0.0,0.0,-23.72222222222222,-63.0,-21.27777777777778,-44.72222222222222
