pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,timestamp,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,enc1,enc2,enc3,enc4,vel1,vel2,vel3,vel4,m1current,m2current,m3current,m4current,orient_cov_1,orient_cov_2,orient_cov_3,orient_cov_4,orient_cov_5,orient_cov_6,orient_cov_7,orient_cov_8,orient_cov_9,angvel_cov_1,angvel_cov_2,angvel_cov_3,angvel_cov_4,angvel_cov_5,angvel_cov_6,angvel_cov_7,angvel_cov_8,angvel_cov_9,linacc_cov_1,linacc_cov_2,linacc_cov_3,linacc_cov_4,linacc_cov_5,linacc_cov_6,linacc_cov_7,linacc_cov_8,linacc_cov_9
-2.387923,-0.354017,0.265586,0.099376,-0.098328,0.720713,0.678990,46.087306,0.168276,0.040284,-0.908705,0.379889,0.000698,0.002095,0.000000,0.083714,-0.058571,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.705882,0.000000,-8.176471,23.294118,-43.294118,-21.588235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387914,-0.353997,0.265608,0.099385,-0.098227,0.720707,0.679011,46.106775,0.168276,0.040284,-0.908705,0.379889,0.000667,0.002000,0.000000,0.084000,-0.060000,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.676471,0.000000,-8.794118,23.323529,-43.323529,-21.647059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387941,-0.354055,0.265522,0.099338,-0.098378,0.720813,0.678883,46.107794,0.168276,0.040284,-0.908705,0.379889,0.000635,0.001905,0.000000,0.084286,-0.061429,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.647059,0.000000,-9.411765,23.352941,-43.352941,-21.705882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387977,-0.353997,0.265511,0.099135,-0.098531,0.720754,0.678954,46.116668,0.168276,0.040284,-0.908705,0.379889,0.000603,0.001810,0.000000,0.084571,-0.062857,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.617647,0.000000,-10.029412,23.382353,-43.382353,-21.764706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387918,-0.353834,0.265527,0.099064,-0.099088,0.720492,0.679160,46.117258,0.168276,0.040284,-0.908705,0.379889,0.000571,0.001714,0.000000,0.084857,-0.064286,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.588235,0.000000,-10.647059,23.411765,-43.411765,-21.823529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387924,-0.353831,0.265523,0.099051,-0.099064,0.720486,0.679173,46.123779,0.168276,0.040284,-0.908705,0.379889,0.000540,0.001619,0.000000,0.085143,-0.065714,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.558824,0.000000,-11.264706,23.441176,-43.441176,-21.882353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387928,-0.353973,0.265576,0.099297,-0.098437,0.720705,0.678996,46.133255,0.168276,0.040284,-0.908705,0.379889,0.000508,0.001524,0.000000,0.085429,-0.067143,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.529412,0.000000,-11.882353,23.470588,-43.470588,-21.941176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387918,-0.353986,0.265602,0.099405,-0.098205,0.720717,0.679000,46.140945,0.168276,0.040284,-0.908705,0.379889,0.000476,0.001429,0.000000,0.085714,-0.068571,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.500000,0.000000,-12.500000,23.500000,-43.500000,-22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387926,-0.354011,0.265609,0.099402,-0.098213,0.720721,0.678996,46.149399,0.168276,0.040284,-0.908705,0.379889,0.000444,0.001333,0.000000,0.086000,-0.070000,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.470588,0.000000,-13.117647,23.529412,-43.529412,-22.058824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.387923,-0.353841,0.265545,0.099098,-0.099054,0.720501,0.679151,46.158150,0.168276,0.040284,-0.908705,0.379889,0.000413,0.001238,0.000000,0.086286,-0.071429,-0.060000,52626.000000,52619.000000,52781.000000,52779.000000,0.000000,0.000000,0.441176,0.000000,-13.735294,23.558824,-43.558824,-22.117647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
