pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,timestamp,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,enc1,enc2,enc3,enc4,vel1,vel2,vel3,vel4,m1current,m2current,m3current,m4current,orient_cov_1,orient_cov_2,orient_cov_3,orient_cov_4,orient_cov_5,orient_cov_6,orient_cov_7,orient_cov_8,orient_cov_9,angvel_cov_1,angvel_cov_2,angvel_cov_3,angvel_cov_4,angvel_cov_5,angvel_cov_6,angvel_cov_7,angvel_cov_8,angvel_cov_9,linacc_cov_1,linacc_cov_2,linacc_cov_3,linacc_cov_4,linacc_cov_5,linacc_cov_6,linacc_cov_7,linacc_cov_8,linacc_cov_9
-2.503564,1.605492,1.052604,0.135845,-0.141985,0.719781,0.665809,25.851578,0.216228,0.053205,-0.892132,0.393084,0.00881,-0.013333,0.039683,-0.135,-0.333571,-0.023571,43002.07,42989.07,43130.215,43116.855,561.7857,561.3571,546.4286,566.2143,-86.57143,-75.07143,-133.21428,-132.92857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.503459,1.605096,1.052414,0.136124,-0.142159,0.719855,0.665635,25.851719,0.216123,0.053222,-0.89214,0.393122,0.011111,-0.011111,0.043333,-0.16,-0.35,-0.01,43006.43,42993.43,43134.285,43121.145,561.7143,561.1429,546.5714,566.2857,-86.42857,-74.42857,-133.28572,-132.57143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.503354,1.604699,1.052223,0.136404,-0.142332,0.719928,0.665461,25.858877,0.216131,0.053257,-0.892131,0.393133,0.010794,-0.01127,0.040992,-0.160714,-0.343929,-0.008214,43010.785,42997.785,43138.355,43125.43,561.6429,560.9286,546.7143,566.3571,-86.28571,-73.78571,-133.35715,-132.21428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.503659,1.603692,1.051697,0.136186,-0.142107,0.720363,0.665084,25.868204,0.21614,0.053292,-0.892122,0.393144,0.010476,-0.011429,0.038651,-0.161429,-0.337857,-0.006429,43015.145,43002.145,43142.43,43129.715,561.5714,560.7143,546.8571,566.4286,-86.14286,-73.14286,-133.42857,-131.85715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.503775,1.603176,1.051058,0.135277,-0.141726,0.720601,0.665092,25.877872,0.216149,0.053327,-0.892113,0.393155,0.010159,-0.011587,0.03631,-0.162143,-0.331786,-0.004643,43019.5,43006.5,43146.5,43134.0,561.5,560.5,547.0,566.5,-86.0,-72.5,-133.5,-131.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.50404,1.602036,1.050332,0.134893,-0.142,0.720607,0.665106,25.886395,0.216157,0.053361,-0.892104,0.393166,0.009841,-0.011746,0.033968,-0.162857,-0.325714,-0.002857,43023.855,43010.855,43150.57,43138.285,561.4286,560.2857,547.1429,566.5714,-85.85714,-71.85714,-133.57143,-131.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.504095,1.600956,1.049747,0.134586,-0.142439,0.720844,0.664817,25.894327,0.216166,0.053396,-0.892095,0.393176,0.009524,-0.011905,0.031627,-0.163571,-0.319643,-0.001071,43028.215,43015.215,43154.645,43142.57,561.3571,560.0714,547.2857,566.6429,-85.71429,-71.21429,-133.64285,-130.78572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.504073,1.599983,1.049509,0.134701,-0.142579,0.720802,0.66481,25.903269,0.216175,0.053431,-0.892086,0.393187,0.009206,-0.012063,0.029286,-0.164286,-0.313571,0.000714,43032.57,43019.57,43158.715,43146.855,561.2857,559.8571,547.4286,566.7143,-85.57143,-70.57143,-133.71428,-130.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.493422,1.431437,0.984014,0.133387,-0.140563,0.722377,0.663793,27.367718,0.213626,0.054051,-0.891894,0.394926,0.012143,-0.015635,0.031429,0.212143,-0.119286,-0.206429,43843.94,43829.117,43968.293,43954.53,561.2353,554.35297,558.05884,552.7647,-88.588234,-74.05882,-119.52941,-113.411766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.4936,1.4294,0.982612,0.133538,-0.140439,0.722329,0.663841,27.382866,0.213461,0.053946,-0.891859,0.395109,0.015159,-0.012619,0.034921,0.230714,-0.106429,-0.222143,43850.53,43835.94,43975.35,43961.234,558.8823,554.82355,557.4706,553.1177,-88.70588,-75.47059,-118.23529,-113.29412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.49374,1.428878,0.98237,0.133476,-0.140999,0.722406,0.663651,27.38525,0.213378,0.053894,-0.891842,0.395201,0.016667,-0.011111,0.036667,0.24,-0.1,-0.23,43853.824,43839.35,43978.883,43964.59,557.7059,555.05884,557.17645,553.2941,-88.76471,-76.17647,-117.588234,-113.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.490924,1.402073,0.971755,0.135729,-0.142121,0.722804,0.662521,27.5892,0.215779,0.054835,-0.89083,0.396049,-0.014841,0.025556,0.002063,-0.235714,-0.159286,0.087143,43962.57,43950.285,44088.93,44077.215,559.7143,564.3571,565.7143,574.5714,-90.28571,-78.92857,-126.71429,-129.21428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.490798,1.401558,0.971538,0.136034,-0.141903,0.722881,0.662421,27.592413,0.215879,0.054931,-0.890798,0.396053,-0.015556,0.024444,0.002222,-0.24,-0.18,0.1,43966.855,43954.43,44093.145,44081.57,560.5714,564.2857,565.5714,574.8571,-90.42857,-78.14286,-126.57143,-129.57143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.490672,1.401042,0.97132,0.136339,-0.141686,0.722957,0.662322,27.598164,0.215936,0.055036,-0.890795,0.396014,-0.014286,0.021746,0.000873,-0.245,-0.162143,0.101429,43971.145,43958.57,44097.355,44085.93,561.4286,564.2143,565.4286,575.1429,-90.57143,-77.35714,-126.42857,-129.92857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.488093,1.370389,0.958169,0.135186,-0.139547,0.723622,0.662285,27.89814,0.213642,0.055991,-0.891293,0.396003,0.008889,-0.020159,0.036667,0.172143,-0.22,-0.101429,44132.69,44116.69,44255.69,44243.152,559.53845,556.2308,551.9231,552.0769,-88.0,-69.38461,-129.15384,-116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
